show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2049,Movie,Perfect Mother,Amélie Yamamoto,"Raj Suzuki, Raj Suzuki, Isabella López","United States, Mexico","July 20, 2021",1997,TV-PG,113 min,Kids' TV,A gripping story about friendship.
s2050,TV Show,Murder of Detective,"Ahmed García, Felipe Kim","Martin Müller, Hiroshi Martinez, Liam Khan, James Smith, Liam Johnson",United States,"May 05, 2024",2024,TV-MA,1 Season,"Comedies, Action & Adventure",A heartwarming story about survival.
s2051,Movie,The Last Family,Ingrid Tanaka,"Olivier Brown, Ravi Kumar, Amélie Okonkwo, Diego Kim, David García, Emma Rodriguez, Alice Johnson",United States,"February 17, 2008",2002,TV-14,65 min,Action & Adventure,A gripping story about friendship.
s2052,Movie,Final Story,Sofia Patel,"Hiroshi Khan, Martin Okonkwo, Noah Tanaka, Kwame García",France,"March 25, 2024",2024,TV-MA,124 min,British TV Shows,A gripping story about love.
s2053,TV Show,Love of Story,Sofia Rossi,"James García, Fatima Tanaka, Yuki Martinez, Hiroshi Rossi, Alice Yamamoto",Nigeria,"July 26, 2024",2024,TV-MA,1 Season,International Movies,A mysterious story about survival.
s2054,TV Show,Kingdom: Final Love,Aoi Müller,"Felipe Andersen, Ahmed Martinez, Noah Rodriguez, Noah Kumar, Lin Andersen, Maria Wang",Egypt,"March 09, 2024",2024,TV-14,1 Season,"Kids' TV, TV Horror",A thrilling story about adventure.
s2055,Movie,Family: Silent Family,Diego Silva,"Maria Brown, Noah Kim, James García, Yuki Andersen, Fatima Martinez","United States, Spain","June 28, 2022",2019,R,60 min,"British TV Shows, Dramas",A gripping story about survival.
s2056,Movie,Lost Story,David Tanaka,"Isabella Yamamoto, Chen Yamamoto, Ravi Rodriguez, Ingrid Petit, Alice Patel, Chloé Johnson","United States, India, United Kingdom","July 02, 2024",2024,TV-14,102 min,"Kids' TV, TV Thrillers",A thrilling story about adventure.
s2057,Movie,Mother: Secret Shadow,Aoi Khan,"Alice Rossi, Priya Wang, Diego Suzuki",Italy,"March 15, 2020",2006,TV-MA,92 min,Comedies,A mysterious story about love.
s2058,Movie,Dangerous War,Martin Patel,"Yuki Müller, Chloé Kumar, Emma Smith, Ahmed Nakamura, Liam Yamamoto, Emma Tanaka, Maria Johnson",Argentina,"October 31, 2023",2023,TV-PG,69 min,Kids' TV,A gripping story about revenge.
s2059,Movie,Shadow of Family,Maria Petit,"Isabella Nakamura, Aoi Martinez, Priya López, Liam Yamamoto, Chen Wang",United States,"July 29, 2015",2015,TV-MA,101 min,"Sci-Fi & Fantasy, Anime Series",A heartwarming story about adventure.
s2060,TV Show,Game of Detective,,"Carlos Wang, Yuki Brown, Chen García, Lin Johnson",United States,"April 09, 2021",1997,TV-Y7,1 Season,International TV Shows,A heartwarming story about adventure.
s2061,TV Show,Eternal Stranger,,"Fatima Petit, Ravi Smith, Yuki Khan, Emma Tanaka, Aoi García, Felipe Yamamoto, Olivier Johnson",Spain,"February 01, 2024",2024,TV-MA,2 Seasons,"Children & Family Movies, Sports Movies",A hilarious story about love.
s2062,Movie,Detective of Murder,Chen Kim,"Tom Smith, Noah Yamamoto, Ravi Rossi, Yuki Silva, Yuki Kim",Japan,"December 03, 2021",2008,TV-MA,45 min,"Sci-Fi & Fantasy, Documentaries",A thrilling story about adventure.
s2063,Movie,King: Dark Journey,Tom Martinez,"Tom Okonkwo, Sofia Brown, Lin Khan, Aoi Andersen, Chloé García, David García, Amélie Silva, Sofia Nakamura",United Kingdom,"March 05, 2023",2006,TV-PG,167 min,International TV Shows,A mysterious story about family.
s2064,Movie,Dream of Revenge,Maria Patel,"Carlos Smith, Sofia Suzuki, Carlos Patel, Yuki Tanaka",United States,"March 21, 2020",2003,TV-14,75 min,"Horror Movies, TV Action & Adventure",A gripping story about revenge.
s2065,Movie,Game: Sacred Story,Camila Kim,"Fatima Wang, Noah Martinez, James Nakamura, Noah Johnson",United States,"September 13, 2024",2024,TV-PG,91 min,"TV Thrillers, Stand-Up Comedy",A mysterious story about adventure.
s2066,Movie,Story: Broken Detective,Isabella Suzuki,"Carlos Okonkwo, Chen Martinez, Tom Yamamoto, Isabella Nakamura, Chen Brown, Tom Müller",United States,"November 26, 2012",2012,TV-14,57 min,"Sports Movies, LGBTQ Movies",A hilarious story about friendship.
s2067,TV Show,Dangerous House,,"Maria Wang, Raj Müller, Isabella Tanaka, Martin López, Olivier Okonkwo",United States,"May 18, 2015",2015,TV-MA,1 Season,Crime TV Shows,A heartwarming story about revenge.
s2068,Movie,The Forgotten Ocean,,"Liam Yamamoto, James Okonkwo, Aoi Patel, Ingrid Andersen","United States, United Kingdom","March 23, 2012",2012,TV-14,135 min,Kids' TV,A heartwarming story about survival.
s2069,TV Show,The Eternal Murder,Ravi Yamamoto,,United Kingdom,"February 22, 2014",2014,TV-MA,2 Seasons,"Anime Series, TV Action & Adventure",A gripping story about adventure.
s2070,Movie,Legend of Murder,Chen Tanaka,"Sofia Suzuki, Noah Yamamoto, Chloé Wang",United States,"April 16, 2024",2005,TV-14,124 min,"Kids' TV, Stand-Up Comedy, Sports Movies",A hilarious story about revenge.
s2071,Movie,Sacred Murder,Ingrid Yamamoto,"Chen García, James Johnson, Lin López, Ingrid Okonkwo, Diego Johnson, Liam Rossi, Noah Martinez",Mexico,"December 27, 2013",2013,TV-MA,100 min,"British TV Shows, Docuseries",A mysterious story about family.
s2072,Movie,King: Dark City,Maria Smith,"Tom Wang, Noah Brown, Tom Tanaka, Alice Khan, Felipe Andersen, Maria Patel, Carlos Okonkwo, Raj Okonkwo",France,"November 20, 2023",2023,TV-Y7,74 min,Documentaries,A heartwarming story about family.
s2073,Movie,King of Heart,,"Aoi Smith, Olivier Wang, Kwame Müller, Chloé Yamamoto, Ingrid Rodriguez, Aoi Petit, Alice Rossi","South Korea, Germany","May 10, 2019",2015,R,138 min,"Romantic Movies, Sports Movies",A heartwarming story about love.
s2074,TV Show,Midnight Empire,Maria Silva,"Diego Martinez, Lin Kumar, Amélie Petit, Diego Rossi",India,"February 06, 2011",2005,TV-Y,2 Seasons,"Reality TV, International Movies",A hilarious story about revenge.
s2075,Movie,Ocean: Golden Legend,Chloé Suzuki,"Aoi Kim, Carlos Yamamoto, Ahmed Wang, Yuki García",Turkey,"February 11, 2010",1998,TV-PG,87 min,Anime Series,A hilarious story about revenge.
s2076,Movie,Friend: Wild Ocean,Raj Petit,"Yuki Smith, Aoi Johnson, James Martinez, Amélie Smith",United Kingdom,"June 08, 2008",2001,TV-14,84 min,"International TV Shows, Korean TV Shows",A hilarious story about love.
s2077,TV Show,Broken War,,"Fatima Tanaka, Isabella Patel, Isabella Okonkwo, Priya Tanaka, Ravi Andersen, David Rossi, Kwame Wang, Aoi Khan","Spain, South Korea","October 11, 2010",2006,TV-PG,1 Season,"Music & Musicals, Reality TV",A hilarious story about friendship.
s2078,Movie,Light: Lost War,Priya Nakamura,"Liam Tanaka, Martin García, Ingrid Yamamoto, Diego Rossi, Kwame Rossi, Maria Nakamura, Kwame Nakamura","France, United States","May 13, 2024",2003,TV-Y7,127 min,Horror Movies,A mysterious story about friendship.
s2079,Movie,Shadow: Silent Mother,Camila Yamamoto,"Lin Martinez, Aoi Rodriguez, Ingrid Okonkwo, Chloé Petit",Germany,"April 08, 2023",2023,TV-14,121 min,Independent Movies,A thrilling story about love.
s2080,Movie,Paradise of Dream,Aoi Martinez,"Aoi Andersen, Noah Müller, Fatima Rodriguez, Emma Okonkwo, Olivier Silva, Raj Patel, Ravi Petit, Noah Johnson",Turkey,"April 18, 2022",2022,TV-MA,120 min,"British TV Shows, Music & Musicals, Anime Series",A mysterious story about revenge.
s2081,Movie,King: Beautiful Kingdom,Olivier Okonkwo,"Ahmed Tanaka, Camila Okonkwo, Hiroshi Rodriguez, Ahmed Petit, Tom García, Noah Rodriguez, Maria Yamamoto",India,"December 22, 2020",2020,TV-14,138 min,Crime TV Shows,A hilarious story about survival.
s2082,TV Show,Perfect Mountain,,"Aoi Patel, Olivier Andersen, Felipe Johnson, Ahmed Khan","Turkey, United States","March 12, 2017",2004,TV-MA,2 Seasons,"Sci-Fi & Fantasy, Crime TV Shows",A hilarious story about love.
s2083,TV Show,Midnight Ocean,"Fatima Brown, Martin Wang","Raj Rodriguez, Diego García, David Tanaka, Aoi Yamamoto","United States, India, Egypt","July 19, 2024",2024,TV-14,4 Seasons,Reality TV,A thrilling story about adventure.
s2084,Movie,Kingdom: Eternal Legend,Camila Martinez,"Ingrid Johnson, Ravi Nakamura, Alice Wang, Isabella Tanaka",Nigeria,"May 31, 2012",2010,TV-MA,94 min,"TV Thrillers, LGBTQ Movies",A hilarious story about family.
s2085,Movie,Dangerous Family,Alice Müller,"Sofia García, David Kim, Isabella Rossi","United States, United Kingdom","June 11, 2015",2014,TV-MA,159 min,"International TV Shows, Spanish-Language TV Shows",A gripping story about love.
s2086,TV Show,Friend of Queen,,"Alice Khan, Emma Brown, Sofia Müller, Isabella Martinez, David Patel, Lin Silva, Carlos Petit",United States,"December 05, 2009",2007,TV-PG,8 Seasons,Korean TV Shows,A hilarious story about family.
s2087,Movie,King: Eternal Love,Diego Brown,"Ravi Petit, Maria Johnson, Ingrid Smith",South Korea,"September 27, 2012",2009,TV-14,106 min,Anime Series,A thrilling story about revenge.
s2088,Movie,Mother of War,Felipe Suzuki,"Aoi Rossi, Diego Okonkwo, Ravi Brown, Felipe Martinez, Ahmed Nakamura, James Suzuki",India,"April 18, 2017",1998,PG,118 min,"Sci-Fi & Fantasy, British TV Shows",A hilarious story about survival.
s2089,Movie,Story: Midnight Murder,Isabella López,"Chen Patel, Camila Tanaka, James Tanaka, Alice Khan, Camila Tanaka, Martin Nakamura",Italy,"January 25, 2010",2003,TV-14,127 min,"Dramas, Action & Adventure",A gripping story about love.
s2090,Movie,Lost Story,Olivier Andersen,"David Johnson, Priya Silva, Fatima López, Fatima Kumar, Lin Silva, Aoi Müller, Maria Khan",United Kingdom,"January 22, 2017",2017,TV-MA,111 min,"Documentaries, Horror Movies, Stand-Up Comedy",A mysterious story about survival.
s2091,Movie,Queen: Sacred Witness,Amélie Müller,"Amélie Johnson, Emma Okonkwo, Sofia Müller, Felipe Petit, Chloé Kumar, Diego Patel, Diego Nakamura",United States,"January 01, 2024",2024,TV-MA,94 min,Kids' TV,A heartwarming story about love.
s2092,TV Show,Eternal City,"James Yamamoto, Kwame Rossi","Aoi Okonkwo, Martin García, Martin Rossi, Isabella Okonkwo, Camila Martinez, Noah Wang, Hiroshi Suzuki, Aoi García",United States,"May 02, 2010",1995,TV-MA,1 Season,"Korean TV Shows, TV Action & Adventure",A heartwarming story about family.
s2093,Movie,Game of Mother,Kwame Okonkwo,"Alice Johnson, Olivier Tanaka, Ravi Rodriguez",,"October 11, 2012",2012,TV-Y7,130 min,"Dramas, Romantic Movies",A thrilling story about adventure.
s2094,Movie,Revenge: Golden Dream,Chloé Silva,,South Korea,"January 06, 2024",2024,TV-Y,72 min,"Romantic Movies, Kids' TV",A mysterious story about survival.
s2095,Movie,Mother of Dream,Hiroshi Tanaka,"Emma Andersen, Ahmed Brown, Hiroshi Rodriguez, Amélie Kumar",United States,"October 10, 2014",2008,TV-MA,92 min,British TV Shows,A thrilling story about love.
s2096,Movie,The Eternal Paradise,Tom Martinez,"Emma Johnson, Carlos Patel, Liam Khan, Ahmed Rossi","United States, Spain","May 02, 2024",2024,TV-PG,88 min,"Crime TV Shows, Korean TV Shows",A mysterious story about love.
s2097,Movie,Final Journey,Felipe Johnson,"Raj Kim, Sofia Rodriguez, Olivier Yamamoto, Felipe Smith",Germany,"June 10, 2019",1991,TV-14,95 min,Thrillers,A mysterious story about family.
s2098,Movie,Sacred Fire,Sofia Rodriguez,"Liam Khan, Fatima Martinez, Diego Silva",Turkey,"January 18, 2020",2020,PG-13,104 min,"Reality TV, TV Comedies",A gripping story about family.
s2099,Movie,Dangerous Shadow,Carlos Kim,"Chloé Rossi, Noah López, Aoi Okonkwo, Martin Patel, Felipe Kim, Chen Silva, Sofia Tanaka, Fatima Nakamura",United States,"April 13, 2023",2023,TV-14,111 min,"Kids' TV, Music & Musicals",A hilarious story about survival.
s2100,Movie,The Lost Friend,Hiroshi Tanaka,"Hiroshi Rossi, Ingrid Khan, Raj Kumar, Martin Kumar, Lin Brown, Yuki Rossi, Yuki López",China,"April 05, 2019",2011,TV-14,110 min,"Kids' TV, TV Horror",A gripping story about love.
s2101,Movie,The Final Love,Olivier Okonkwo,"Tom Müller, Priya Rossi, Tom Khan, Chen Andersen, Ingrid Nakamura, Carlos Yamamoto, Martin Yamamoto, Ahmed Petit",United States,"April 17, 2022",2010,TV-14,85 min,"British TV Shows, TV Thrillers, Comedies",A mysterious story about friendship.
s2102,TV Show,The Eternal Legend,"Maria Yamamoto, Lin Yamamoto","Aoi Rodriguez, Amélie Silva, Olivier Petit, Tom Petit, Lin Kim, David Wang, Maria Rodriguez",United States,"January 10, 2024",2024,TV-14,2 Seasons,"Documentaries, Anime Series, Romantic Movies",A thrilling story about family.
s2103,TV Show,House: Hidden Mountain,,"Kwame Tanaka, Olivier Okonkwo, Ahmed Tanaka, Chen Wang, Tom Kim, Aoi García, Ingrid Suzuki, Yuki López",Indonesia,"April 24, 2018",2012,R,4 Seasons,"Kids' TV, Horror Movies",A hilarious story about revenge.
s2104,Movie,The Beautiful House,Carlos Yamamoto,"Chen Nakamura, Emma Tanaka, Noah Johnson",India,"July 18, 2017",2016,TV-PG,100 min,"Sports Movies, British TV Shows",A hilarious story about love.
s2105,Movie,Shadow of Heart,Ingrid Okonkwo,"Kwame Johnson, Hiroshi López, Liam Nakamura, Carlos Brown","India, Mexico","August 07, 2022",2014,TV-14,122 min,"TV Dramas, TV Comedies",A mysterious story about adventure.
s2106,Movie,The Final Stranger,Felipe Smith,"Ahmed López, Alice Tanaka, Ahmed Suzuki","Italy, United States, Canada","May 29, 2021",2021,TV-14,118 min,"Action & Adventure, Kids' TV",A heartwarming story about family.
s2107,Movie,War of Story,Aoi López,"Amélie Yamamoto, Priya Nakamura, Camila Rodriguez, Aoi Yamamoto, Amélie Khan","India, United States","October 09, 2023",2016,TV-Y7,109 min,Music & Musicals,A thrilling story about love.
s2108,TV Show,The Lost Empire,,"Hiroshi Brown, Ahmed Wang, Emma Müller",France,"July 01, 2016",2016,TV-PG,1 Season,British TV Shows,A mysterious story about revenge.
s2109,Movie,The Hidden Queen,David López,"Amélie Okonkwo, Lin Wang, Alice Kim, Ahmed Okonkwo, Maria Rodriguez, Diego Kim",Canada,"March 21, 2024",2024,TV-PG,155 min,TV Horror,A gripping story about friendship.
s2110,Movie,King: Perfect Game,,"Emma Petit, Raj Andersen, Camila Rodriguez, Ahmed Rossi, Amélie Brown",China,"June 13, 2016",2015,TV-MA,98 min,British TV Shows,A gripping story about revenge.
s2111,Movie,Shadow: Deadly Friend,Isabella Johnson,"David Wang, Carlos Nakamura, Ahmed Martinez","India, Germany","October 04, 2024",2024,TV-MA,115 min,British TV Shows,A hilarious story about friendship.
s2112,TV Show,Ocean: Sacred King,"Yuki Rossi, James Petit","Fatima Tanaka, Amélie Tanaka, Emma Khan, Ravi Silva, Fatima Rossi, Fatima Kumar","United States, Germany","January 01, 2021",2016,R,1 Season,International TV Shows,A mysterious story about family.
s2113,TV Show,Midnight Mother,Chen Suzuki,"Tom Patel, Chloé Martinez, Isabella Rodriguez, Hiroshi Suzuki, Olivier Nakamura, Noah Petit, Ravi Wang",South Korea,"October 31, 2024",2024,TV-14,1 Season,"Music & Musicals, Sci-Fi & Fantasy",A heartwarming story about adventure.
s2114,Movie,Queen: Lost Legend,Yuki Tanaka,"Raj Nakamura, Sofia Petit, Emma Patel, Martin Yamamoto",Canada,"November 07, 2014",2011,TV-MA,84 min,"Stand-Up Comedy, Sports Movies, Horror Movies",A heartwarming story about adventure.
s2115,Movie,King: Forgotten Empire,Chloé Martinez,"Raj López, Alice Tanaka, Kwame Smith","South Korea, Argentina, United States","September 15, 2017",2017,TV-MA,105 min,Spanish-Language TV Shows,A heartwarming story about family.
s2116,Movie,The Wild Heart,Yuki Kumar,"Chloé Rodriguez, Chloé Johnson, Alice Johnson, Tom Tanaka, Diego Nakamura, Chloé Petit",United States,"June 04, 2010",2000,TV-MA,63 min,"TV Action & Adventure, TV Thrillers",A mysterious story about adventure.
s2117,TV Show,The Infinite Dream,Amélie Silva,"Alice Patel, Lin García, Felipe Andersen, Chloé Johnson",United States,"May 29, 2024",2024,TV-14,1 Season,"Sports Movies, Stand-Up Comedy",A hilarious story about friendship.
s2118,Movie,Perfect Revenge,Maria Kim,"Emma Nakamura, Maria Patel, Yuki Müller",Italy,"May 30, 2024",2024,TV-14,138 min,"Reality TV, Dramas",A thrilling story about adventure.
s2119,Movie,The Perfect King,Fatima Johnson,"Lin Kumar, Liam López, Chloé Johnson, Camila Okonkwo, Aoi Suzuki, Kwame Andersen, Lin Smith",Canada,"January 27, 2009",2003,TV-MA,122 min,"Classic Movies, Romantic Movies, Reality TV",A gripping story about survival.
s2120,Movie,Heart of Journey,Lin Petit,"David Andersen, Priya Tanaka, Camila Silva, Olivier Khan, David Silva, Lin Silva","Germany, United Kingdom","October 25, 2023",2020,TV-MA,123 min,Anime Series,A heartwarming story about friendship.
s2121,Movie,Mountain: Dangerous Legend,Tom Yamamoto,"Liam Smith, Priya Kumar, Chen Kumar",United States,"October 29, 2024",2024,TV-14,53 min,"International TV Shows, Children & Family Movies",A mysterious story about love.
s2122,Movie,Light: Final Light,Diego Smith,"Carlos García, Maria Kim, Kwame Nakamura, Emma Yamamoto, Ingrid Andersen, Ahmed García",United States,"December 14, 2024",2024,TV-14,91 min,"TV Comedies, Reality TV",A gripping story about adventure.
s2123,Movie,Mountain: Deadly Fire,Chen Andersen,"Ahmed Kumar, Emma Rodriguez, James García, Tom Okonkwo","United States, Mexico","February 17, 2024",2012,TV-MA,83 min,"Korean TV Shows, Reality TV, Action & Adventure",A mysterious story about friendship.
s2124,Movie,Mother: Midnight Mother,Maria Tanaka,"Priya Suzuki, Liam Patel, Raj Silva, Diego Kim, Carlos Johnson, Ahmed Rossi, Olivier Suzuki",United States,"February 09, 2015",1997,TV-MA,81 min,Romantic Movies,A mysterious story about revenge.
s2125,TV Show,Light: Golden Kingdom,"Fatima López, Tom Silva","Liam Kim, Camila Patel, Yuki López, Isabella Rossi","Turkey, United Kingdom","January 03, 2013",2007,R,3 Seasons,"Action & Adventure, Anime Series",A gripping story about survival.
s2126,Movie,Dark King,Alice Brown,"Raj Wang, Emma Khan, Martin Rossi",United States,"February 04, 2015",2015,TV-MA,76 min,"Crime TV Shows, Action & Adventure",A mysterious story about love.
s2127,Movie,The Silent Witness,Ahmed Patel,"David Okonkwo, Amélie Kumar, Felipe Okonkwo","United Kingdom, United States","July 06, 2011",2011,TV-MA,124 min,"TV Action & Adventure, Romantic Movies",A hilarious story about survival.
s2128,Movie,The Final Light,David Müller,"Fatima García, Aoi Petit, Chloé Kumar, Emma Kumar",United States,"February 10, 2020",2013,TV-Y7,95 min,"Documentaries, Comedies",A thrilling story about adventure.
