id_client,anciennete_jours,nb_commandes_total,montant_total_eur,panier_moyen_eur,jours_depuis_derniere_cmd,nb_categories_achetees,taux_retour_pct,nb_avis_laisses,note_moyenne_donnee
C00414,732,26,2723.05,74.37,17,11,7.69,12,4.45
D01285,1543,11,289.63,48.97,357,3,7.19,1,2.75
F00808,1226,9,164.42,76.95,94,2,13.88,2,4.42
F01059,314,18,603.61,80.49,55,7,3.45,2,4.2
F00202,973,17,561.96,98.17,119,7,14.7,9,4.29
F00689,1000,12,639.58,73.08,89,5,11.23,8,3.67
P00083,69,2,142.48,41.4,4,1,16.47,0,4.97
P00489,39,4,200.18,63.1,28,1,17.25,4,4.34
P00516,89,6,195.8,32.07,10,2,1.03,0,3.26
P00219,73,5,225.39,49.51,22,3,4.96,2,3.59
C00257,624,86,3473.87,107.38,31,9,0.99,25,4.47
R00242,606,4,124.37,16.78,260,2,33.36,2,2.94
F01130,1156,24,244.78,86.23,42,5,4.32,2,4.17
F00552,1125,5,513.85,58.42,46,5,6.39,8,4.73
D01145,1336,3,301.43,89.31,386,3,5.11,4,
F00048,321,23,652.36,76.53,40,7,1.83,4,4.76
P00809,53,3,105.26,29.94,13,3,8.37,0,4.45
F01103,290,22,398.08,55.0,82,7,7.34,3,3.58
F01282,693,8,742.47,73.23,103,7,,8,4.11
D00769,1551,9,444.71,56.7,544,5,12.13,1,3.65
F00716,717,17,529.18,74.54,60,4,8.32,7,3.75
P00170,110,7,188.11,42.43,1,1,2.86,3,3.46
F01367,1102,19,878.54,86.97,96,3,1.6,3,4.14
P00366,48,3,95.66,77.24,24,2,19.14,3,3.16
D00856,653,8,345.99,50.44,607,4,2.29,4,3.19
F00751,681,5,868.47,63.18,44,5,3.57,1,4.64
D00297,1615,14,619.12,53.58,211,2,,0,3.36
C00113,1402,97,3029.93,114.27,23,10,0.6,8,4.06
D00134,1182,3,271.66,26.33,532,4,0.05,3,4.11
C00264,608,81,3174.83,84.64,26,13,3.98,13,4.81
F00794,1302,8,573.13,51.0,36,4,8.14,2,4.22
F01279,317,9,563.03,46.5,112,7,11.42,9,4.3
F00587,1001,19,558.05,104.01,41,6,6.18,0,4.49
D00072,1328,10,399.94,56.33,266,4,12.62,2,2.53
C00057,444,29,3121.33,107.28,16,5,1.07,17,
F00710,1047,8,454.64,42.52,69,3,3.65,2,4.31
F00096,1378,18,327.64,56.45,46,6,3.48,9,3.59
P00853,116,6,258.01,61.36,3,1,14.51,3,3.71
F01127,802,10,182.34,78.23,109,2,6.15,7,3.57
F01492,426,15,974.92,93.57,56,4,10.1,0,4.74
D00870,1056,11,444.74,61.64,255,3,20.73,1,3.48
C00320,1049,55,3223.48,117.23,7,6,3.13,10,4.36
R00021,610,1,65.44,32.39,357,3,23.65,0,3.4
F00083,620,15,555.14,66.8,68,5,12.13,7,4.29
D00842,693,6,514.71,58.31,491,4,8.53,4,4.43
D00214,1485,11,492.19,88.54,528,4,3.15,0,3.71
F01403,260,17,615.16,53.74,96,4,1.29,9,3.68
R00483,1025,4,201.66,40.37,356,3,28.0,1,3.26
D01151,1479,4,355.64,65.26,590,2,22.96,1,3.12
C00287,965,62,2923.96,117.29,11,6,8.73,15,4.07
F01289,538,10,423.21,56.43,105,4,6.67,4,4.55
P00238,148,2,207.12,55.63,6,3,6.67,2,3.55
P00421,160,3,140.97,49.22,8,2,13.69,2,3.42
P00178,59,6,155.25,65.23,4,3,6.24,3,3.52
P00028,77,5,212.86,30.14,19,3,5.09,3,4.91
D00500,894,5,386.67,47.7,337,2,10.63,0,2.96
D01212,1547,9,434.3,63.07,783,4,16.38,3,2.55
F01484,466,9,872.98,67.84,118,6,9.89,6,3.92
F00137,294,8,150.0,83.38,46,5,3.38,8,3.72
R00502,477,3,117.27,33.31,340,3,10.52,0,2.62
C00337,1416,75,2985.12,122.37,25,9,9.51,17,4.66
P00497,95,7,265.86,39.78,13,4,13.6,1,3.61
P00672,153,7,62.51,55.16,7,4,1.93,2,4.5
D00705,1161,5,441.45,67.07,491,3,11.35,3,3.85
R00105,302,2,60.27,29.12,118,3,39.59,0,3.3
F00472,483,22,547.8,32.92,88,7,11.66,9,4.19
P00191,73,2,87.79,53.99,8,3,2.22,3,3.03
F01073,743,19,562.71,59.75,50,3,9.54,7,3.53
D01084,691,4,554.87,62.33,786,4,4.22,1,2.83
D01251,1776,3,577.17,36.73,340,5,4.54,2,4.2
D01114,1257,6,564.99,23.89,456,3,24.76,2,2.84
R00109,252,4,121.78,50.76,361,2,16.73,1,3.05
D00367,1078,13,100.0,54.48,525,5,0.32,1,2.67
F00889,1157,8,570.34,75.95,79,5,14.55,7,4.08
C00499,521,91,4211.9,97.68,10,11,5.67,27,4.57
R00083,227,2,138.39,36.38,140,2,29.01,0,2.42
D00480,1185,11,577.61,66.02,587,5,6.88,2,2.53
P00482,39,7,175.29,66.82,19,3,1.71,4,4.91
D00124,815,14,241.2,51.48,273,2,9.73,3,3.95
P00822,77,3,271.29,57.84,12,4,6.17,1,4.12
R00078,341,4,93.55,24.88,389,2,6.02,2,2.37
P00545,134,5,217.75,56.02,9,2,8.53,4,3.68
D01287,636,4,405.69,41.38,329,4,5.98,4,2.89
D01041,1207,14,351.5,96.22,295,3,14.26,2,4.4
F01435,400,23,393.43,36.72,111,4,2.96,1,4.67
F00423,737,22,456.0,65.16,94,6,11.5,1,4.08
P00183,31,5,271.13,40.27,5,2,6.19,0,4.18
R00587,558,1,84.76,46.08,147,3,28.65,0,3.06
D01220,1480,13,241.52,61.84,440,3,15.55,0,2.8
D00064,1822,3,457.79,56.25,512,5,3.46,1,3.48
R00066,336,3,143.13,34.3,369,3,12.0,2,2.71
F00066,874,16,469.87,71.65,104,7,8.29,6,3.62
D00933,1724,10,139.33,43.78,291,2,7.38,4,3.57
P00539,38,2,183.38,52.32,7,2,10.78,1,4.99
D00177,520,10,572.17,48.61,524,4,15.51,3,3.27
D01266,1464,8,384.93,15.0,701,2,19.2,4,2.8
D00122,1906,8,520.82,54.47,455,3,11.55,1,2.99
F00418,1387,20,514.56,58.09,48,6,8.41,6,3.56
C00558,416,24,2504.96,146.72,18,14,8.4,17,4.91
P00300,67,4,368.42,67.15,23,3,14.62,0,3.94
F00608,1158,23,369.38,48.2,98,5,2.56,5,4.35
F01406,1294,14,756.32,35.42,71,3,8.04,6,4.34
P00557,36,3,238.59,41.83,29,3,18.29,1,4.11
P00036,164,6,164.26,31.78,3,3,7.66,2,4.73
F00911,789,13,624.73,51.3,119,5,7.38,0,4.77
F01137,266,23,357.25,47.83,40,2,8.54,7,3.93
C00246,1575,77,1784.93,109.25,6,7,1.82,15,4.28
F00564,961,23,515.24,83.44,54,7,14.72,8,3.9
D00363,743,6,659.82,30.92,650,2,0.69,2,2.77
C00267,1027,39,2543.13,108.27,22,12,2.03,22,4.54
P00267,152,7,197.01,31.97,13,2,4.15,0,4.0
F00515,1120,6,599.07,39.93,39,2,8.42,5,3.73
C00064,554,95,1610.3,194.67,38,7,6.91,5,4.83
P00493,125,6,217.41,20.0,17,2,11.96,0,3.72
P00689,110,5,212.59,67.7,22,3,18.94,0,4.95
P00658,138,5,215.21,80.64,17,1,19.46,2,4.4
D00012,1054,6,550.71,41.58,443,3,18.87,4,3.53
D00077,1743,3,350.67,57.86,405,2,10.77,1,3.91
P00899,152,7,131.84,38.49,3,3,13.18,3,4.33
P00716,171,4,299.08,70.75,11,4,19.37,3,3.95
P00160,47,4,221.38,60.85,29,4,15.15,3,4.01
A009a,58,46,9095.39,144.43,1,2,2.95,0,0.0
D00205,975,3,584.8,73.28,337,3,7.78,1,4.29
F00638,493,12,746.87,44.57,98,4,10.66,0,3.72
C00104,567,25,2639.62,75.13,19,10,7.44,16,4.09
P00544,80,3,50.0,62.68,8,3,8.81,0,3.17
C00273,1613,59,1400.58,138.5,23,14,3.8,8,4.55
C00509,1871,85,2455.13,84.73,32,5,3.86,25,4.58
P00127,133,3,73.39,25.88,27,1,1.48,2,3.58
R00634,893,4,56.35,23.7,119,3,17.29,2,3.2
P00342,142,7,197.34,58.55,1,2,12.08,1,3.4
F00266,1341,16,347.49,28.17,107,4,11.77,8,3.85
D00327,1093,12,435.81,86.46,725,4,4.23,2,3.84
F00309,553,16,504.56,61.73,107,3,9.55,0,3.61
P00015,79,7,126.49,59.18,12,1,13.92,4,3.25
D00897,1539,10,208.49,54.58,784,5,0.79,2,2.98
F01028,492,20,792.95,34.28,54,2,1.43,6,3.95
P00774,64,4,208.85,76.65,11,4,10.72,3,3.28
F00923,242,7,711.03,67.53,92,3,6.4,7,4.74
F00236,468,23,1005.99,78.55,114,2,0.26,1,4.37
C00359,1978,44,2736.69,105.49,16,9,1.42,12,4.16
C00139,1489,88,3278.08,93.23,20,12,1.43,25,4.86
C00300,1278,80,3310.43,139.5,30,7,1.48,18,4.26
F00957,802,18,676.29,80.08,97,3,6.68,9,4.61
F00404,720,7,915.54,77.09,95,6,2.87,4,3.79
C00383,542,82,4941.79,136.19,6,13,5.17,13,4.2
F00342,855,14,927.91,71.8,49,3,12.37,5,3.65
R00147,345,4,95.58,32.57,222,2,31.98,2,2.99
R00555,983,4,133.95,25.63,393,1,30.28,0,2.87
F00162,629,24,179.84,44.07,31,5,9.29,2,4.3
F01106,964,8,513.33,37.01,40,7,12.85,1,3.55
F01274,907,7,877.75,69.59,22,7,6.91,7,4.45
P00451,98,7,204.31,64.53,7,4,2.13,2,4.68
F01487,1421,19,488.7,80.54,101,2,1.44,7,3.59
P00098,91,4,258.06,34.59,25,4,12.59,2,3.78
F00299,320,19,429.46,30.48,94,5,13.52,8,4.26
D01000,965,14,359.61,39.28,385,3,3.45,4,3.74
D00616,1881,8,311.76,80.36,690,3,10.91,0,3.93
F00803,862,23,416.42,73.36,31,7,0.37,5,4.34
D00874,1491,8,346.69,86.06,400,5,7.22,1,4.09
D00786,1042,12,491.74,58.22,438,2,13.9,4,4.03
R00087,572,2,149.21,25.22,255,2,9.95,2,2.94
P00856,164,2,283.2,55.71,29,3,0.13,3,3.16
F00913,1265,13,386.39,43.72,58,6,2.42,9,3.69
F00589,350,13,625.88,39.17,106,4,0.71,5,3.98
P00890,49,7,195.88,58.3,17,2,4.79,4,4.06
F01481,216,21,582.87,87.63,100,5,12.72,6,3.53
A014b,278,22,732.72,66.46,85,3,75.42,5,2.12
D00438,1092,8,478.49,31.41,281,3,6.75,1,2.93
C00109,1739,52,3018.89,144.1,33,9,4.23,25,4.44
R00399,1046,2,127.7,40.98,363,2,37.6,1,3.29
P00728,89,5,169.39,44.19,25,2,2.43,0,4.04
R00448,1017,1,95.13,16.3,255,1,39.89,1,3.48
C00059,693,93,2556.99,166.7,41,10,9.88,21,4.58
C00077,1225,50,4350.13,95.61,11,13,4.33,19,4.74
F00197,541,9,874.95,81.28,39,6,4.83,0,3.68
C00369,680,98,3050.88,113.31,34,9,3.93,21,4.38
R00606,689,1,124.87,47.19,367,3,13.96,1,2.65
F00186,829,14,445.76,27.35,82,6,11.15,7,4.56
F01489,294,10,442.27,75.18,116,5,6.74,5,4.15
P00215,35,4,197.11,43.9,14,2,12.29,2,4.87
D00385,1775,12,370.47,30.74,780,2,8.92,4,4.31
D00606,1769,9,331.91,43.29,568,2,12.1,0,3.77
D01112,1661,11,337.8,66.48,719,3,13.55,3,3.35
F01303,1135,20,150.0,36.67,31,7,4.22,5,4.27
F01104,967,13,294.53,37.86,49,6,7.72,1,4.27
C00122,1531,52,4304.4,69.21,35,5,1.57,10,4.78
F01245,763,22,685.69,72.7,111,4,10.99,5,4.03
P00270,140,7,260.65,60.55,11,4,3.11,1,4.36
D00729,1993,9,150.1,52.91,212,4,3.23,4,3.16
F00311,860,21,845.38,61.56,91,7,4.03,2,3.63
C00125,405,36,3070.84,118.19,35,13,0.2,19,4.96
P00473,113,6,140.27,28.29,9,1,13.1,0,3.26
F00987,202,13,642.78,62.84,98,4,2.06,7,4.45
F00658,207,20,202.13,90.65,62,6,5.61,1,3.71
D00442,696,13,322.5,39.63,381,5,20.58,1,4.22
D00481,883,8,416.62,33.58,540,5,9.88,4,4.48
D01109,1397,7,336.38,15.0,202,3,23.99,2,3.77
F00579,1274,14,460.68,45.44,30,5,10.34,6,4.47
D00464,1252,10,434.54,71.07,229,5,21.16,2,2.52
D00470,1186,14,509.97,46.55,795,2,15.46,4,3.94
D00468,917,12,377.75,52.73,397,2,5.28,3,4.26
P00004,31,3,89.21,57.57,26,1,2.93,0,4.7
C00443,596,61,2738.94,104.94,14,5,8.67,20,4.4
P00128,82,4,178.31,80.1,3,3,16.04,4,3.38
R00117,1142,2,68.45,43.82,134,1,24.59,2,2.74
F00326,1072,8,481.43,40.83,56,3,8.06,8,4.49
D01021,1877,7,476.44,51.75,624,4,9.4,0,2.96
P00046,34,5,78.94,54.44,26,4,14.56,1,3.69
R00471,268,2,121.49,10.07,126,3,16.31,2,2.45
F00812,641,9,657.02,43.64,55,4,3.27,9,3.59
D00467,847,8,554.35,37.31,315,5,1.29,4,3.53
F01473,1050,10,747.51,50.58,66,4,1.49,0,4.77
F00910,613,12,404.05,47.65,39,6,5.22,2,4.12
F00628,1456,22,797.48,58.31,95,5,5.52,3,3.58
D01073,765,8,723.59,86.85,757,2,24.93,1,4.39
P00486,116,4,230.38,60.46,19,3,10.22,0,4.75
R00151,995,1,100.87,29.04,224,2,31.05,1,
P00852,92,2,157.58,33.41,9,3,9.3,2,4.28
D00886,1604,9,354.4,38.53,559,4,23.49,0,4.25
C00325,1082,84,3095.44,152.78,16,10,3.63,16,4.03
D00978,505,13,508.92,33.69,548,3,2.78,3,3.34
D00577,1909,3,393.42,42.89,628,3,18.63,2,4.04
P00112,118,5,120.32,61.61,13,4,6.23,3,3.48
D00299,1366,4,305.69,47.56,470,3,11.38,2,3.85
D00036,680,7,565.91,64.19,227,4,17.4,2,3.11
F00899,1011,14,427.23,58.53,46,6,13.11,5,4.68
F00903,725,17,795.15,46.87,33,2,4.79,7,4.57
F00407,233,10,732.54,57.4,89,6,2.35,0,4.41
D01180,1753,7,390.79,60.22,633,2,16.86,0,3.07
D00014,630,13,383.87,46.7,511,5,13.39,1,3.0
D00517,1353,6,191.04,43.78,208,5,11.43,2,3.43
F00868,663,9,845.63,60.3,48,2,0.81,9,3.9
F00626,874,12,451.04,74.99,71,6,6.39,4,4.26
D00168,1780,12,457.25,76.11,280,5,14.7,0,3.27
P00168,134,4,195.61,52.03,1,3,13.83,4,3.7
D00809,1176,9,309.74,19.01,475,2,11.0,0,3.78
F00617,1281,19,541.68,44.8,79,7,13.62,5,4.8
D00977,1741,10,223.81,42.15,769,5,19.98,2,3.53
R00285,787,4,84.89,27.46,131,3,24.38,2,2.14
C00421,1192,82,2136.69,137.69,38,13,5.35,10,4.38
D00423,1676,4,721.23,35.77,613,3,21.11,1,2.66
C00007,525,39,3533.07,111.3,26,8,5.24,6,4.62
F00333,1135,15,683.94,69.35,91,7,8.36,3,3.67
F01092,423,23,709.11,33.04,53,5,12.9,4,4.09
C00440,484,86,3847.42,101.68,39,8,5.48,19,4.22
F00714,677,11,928.4,62.59,80,7,13.9,9,3.76
F00079,536,11,601.16,62.1,29,2,1.35,4,4.29
F01344,553,17,363.97,44.3,38,4,8.04,2,4.79
R00311,662,4,134.81,31.99,152,2,32.45,0,3.13
D00304,1665,4,229.72,65.32,218,2,18.14,2,2.83
P00169,44,2,152.68,52.38,20,4,1.08,4,4.02
R00334,852,2,82.92,27.97,137,1,25.09,2,2.91
D01081,615,3,159.88,30.29,597,3,2.0,3,2.76
P00419,138,7,50.0,49.71,1,4,19.66,2,3.71
P00340,37,2,291.25,46.74,8,2,0.95,0,4.88
D01038,1334,10,443.65,33.48,561,3,24.36,3,2.57
F01294,1486,11,621.41,70.17,95,6,10.95,0,3.74
D01245,712,13,308.88,76.77,629,4,23.22,1,3.34
R00530,897,3,68.27,43.74,387,3,37.33,2,2.23
P00541,127,4,212.05,52.99,17,2,18.91,1,4.93
C00195,1362,52,2467.34,134.46,8,10,6.72,17,4.09
F00875,446,19,529.42,52.6,41,4,3.31,4,3.77
R00317,777,1,43.83,32.79,229,1,37.73,1,2.18
F00612,1337,19,565.69,57.25,72,2,10.43,1,4.2
P00339,168,6,219.53,57.3,24,1,12.48,1,4.06
F01058,1037,22,738.99,74.52,115,3,6.91,1,3.68
P00601,65,2,160.3,32.52,24,3,12.61,0,4.93
D00083,1962,3,438.29,27.27,619,5,20.99,4,2.76
P00606,166,7,329.79,52.8,25,1,16.18,3,4.73
D01227,1922,9,420.2,64.63,499,4,1.64,0,4.28
P00743,31,4,141.8,47.1,17,3,14.75,2,4.5
P00203,157,5,117.49,26.36,5,3,15.22,4,4.7
F00531,759,22,672.25,49.85,61,3,7.48,7,3.71
F00862,1044,12,417.54,87.59,105,5,4.85,5,4.69
C00277,835,93,4035.15,148.23,42,12,4.44,11,4.06
P00123,35,4,298.96,71.75,16,3,1.61,2,3.97
P00232,95,3,226.86,96.85,4,3,14.48,2,4.49
R00023,652,4,49.2,34.07,277,1,26.72,0,3.32
F00703,328,19,692.21,84.16,54,3,8.43,1,3.97
P00418,67,4,76.82,49.98,5,3,9.8,2,4.29
C00223,1612,79,3312.77,132.48,26,9,6.26,18,4.61
F01437,256,17,566.01,20.0,103,7,3.2,1,3.56
F01325,525,23,730.62,63.6,107,7,1.53,3,3.65
C00574,540,68,1965.89,157.61,5,14,5.61,20,4.21
F00637,244,20,796.42,20.0,76,4,14.67,6,3.92
D00545,1054,6,249.71,86.68,548,2,2.42,1,3.29
P00034,57,4,223.58,48.73,13,1,13.96,0,4.66
F00735,230,18,615.57,20.0,30,4,14.94,4,4.58
P00358,41,2,146.92,55.09,28,1,2.48,3,3.81
C00419,937,84,2318.37,167.53,43,10,6.19,19,4.36
R00615,488,4,154.83,40.14,193,3,9.08,1,2.91
F00505,727,19,627.96,74.18,109,7,1.68,1,4.29
C00258,982,72,2296.47,98.1,44,9,0.57,26,4.34
C00296,1657,67,3720.8,75.64,35,11,6.47,13,4.89
P00262,37,6,217.8,64.45,6,1,12.44,0,4.3
C00387,916,84,1399.22,103.28,25,5,1.69,26,4.29
D00309,1087,6,396.81,80.22,713,4,15.73,2,3.51
D01014,785,8,100.0,67.05,642,4,0.67,3,2.85
P00132,107,3,254.11,31.79,8,1,18.03,4,4.95
P00455,145,6,218.26,85.66,8,4,7.89,1,4.66
R00036,1079,2,36.27,22.71,188,1,29.95,1,2.35
D00516,849,8,364.44,28.73,527,2,8.94,4,3.72
F01240,701,10,307.47,94.68,45,3,2.74,0,4.08
R00085,437,2,138.13,35.17,395,2,39.44,1,3.68
F00964,1418,24,745.46,50.66,85,3,0.03,7,3.57
F01416,1169,7,414.79,95.52,80,7,3.06,3,4.4
F00801,496,22,665.33,38.09,59,6,8.03,8,4.66
F00113,324,22,472.46,38.48,91,2,7.86,1,4.22
P00321,88,4,151.51,81.81,28,1,15.2,4,3.05
P00520,86,6,188.27,39.26,8,3,9.36,3,4.25
C00210,1800,59,2895.45,159.93,7,13,8.06,20,
R00645,753,2,87.61,27.74,292,1,38.6,0,3.63
F00690,1298,22,904.59,42.98,68,4,1.76,5,3.94
C00450,1564,73,1971.31,158.96,7,12,3.4,23,4.09
D01092,1878,8,409.6,49.86,775,5,0.07,4,3.12
P00470,48,7,207.28,60.74,21,3,,3,
F01221,400,10,883.7,30.86,114,5,13.01,7,4.39
F00359,1392,23,484.22,45.6,43,4,3.53,0,3.92
F01194,1338,23,682.23,61.18,46,7,13.17,7,3.62
R00487,1130,4,171.17,28.14,137,1,32.92,1,
F00055,462,20,461.68,59.71,56,5,8.09,7,3.53
P00308,156,7,216.63,72.14,24,1,2.05,1,3.02
D00853,1360,6,379.54,64.62,585,5,14.64,3,3.93
F01396,897,24,230.86,36.47,80,3,2.26,0,3.96
F01161,662,15,675.65,64.05,51,6,0.71,1,4.13
P00255,40,3,296.22,54.47,8,2,14.12,0,4.46
P00642,175,3,213.85,76.17,18,1,14.45,1,4.2
P00518,113,5,373.45,63.1,27,2,19.99,4,3.99
C00412,926,92,1929.98,67.35,7,8,3.4,6,4.17
F01175,613,5,687.1,42.58,54,6,6.17,7,3.65
D00979,1278,13,370.26,32.97,216,4,3.56,3,2.72
P00087,106,7,261.71,37.58,21,2,7.96,1,4.23
P00280,91,3,138.5,69.63,8,2,19.06,3,4.34
D00964,1877,13,551.23,62.06,758,5,10.1,3,2.96
R00012,401,1,111.73,22.64,349,2,20.93,2,2.12
R00475,770,4,66.42,43.22,370,3,22.8,2,3.11
D00703,1846,7,269.47,54.58,658,4,0.96,4,3.26
D00973,912,5,382.37,31.99,560,4,4.97,2,4.42
R00466,564,1,55.16,13.38,101,1,22.29,2,3.64
D00559,1464,7,495.04,77.07,728,4,11.83,3,3.34
D01111,692,7,130.11,16.6,335,2,0.45,2,2.78
D00498,625,6,218.57,88.66,625,3,7.52,0,2.89
D00766,873,7,254.51,15.0,555,4,14.79,3,3.46
C00431,1516,74,2636.99,135.3,36,14,3.88,8,
R00185,1075,3,113.25,37.92,224,3,29.33,0,3.05
P00222,53,2,146.87,53.74,4,3,17.96,2,3.74
F00767,409,22,343.17,72.48,41,5,7.95,3,3.67
F01393,255,24,621.13,57.04,94,3,7.95,3,
P00752,70,3,68.91,49.8,29,1,13.83,1,3.46
F00577,857,16,480.44,76.93,85,5,10.15,5,4.11
D00529,1192,12,435.74,58.93,426,2,19.54,1,3.85
F00877,1228,6,676.09,75.18,37,2,,8,4.48
D00741,1062,14,562.72,69.43,398,3,18.13,1,4.38
F01446,434,12,891.22,79.62,90,4,12.63,9,4.55
C00103,1812,51,3620.51,131.08,24,11,3.43,22,4.17
R00032,983,4,94.36,30.57,231,3,15.2,1,3.45
P00893,155,5,190.54,64.19,27,2,11.56,4,4.25
F00664,509,9,744.88,35.2,33,2,13.36,8,3.67
P00782,130,4,180.55,54.02,7,3,13.59,1,4.32
D00139,1912,4,424.67,73.71,760,4,8.88,2,3.65
D00623,586,5,320.93,21.75,504,4,2.0,2,2.75
D00204,1793,8,411.74,62.04,639,5,4.32,2,2.99
D01279,792,9,402.08,46.1,649,5,3.0,3,3.66
D00300,1733,3,469.83,76.66,635,3,8.68,2,3.27
A004c,1277,1,1.64,4.07,310,1,0.0,1,3.68
D00634,1423,7,135.82,44.63,478,5,10.75,0,2.52
F01044,1358,24,707.29,101.82,115,2,11.87,1,4.27
R00206,423,3,80.95,29.48,290,1,8.85,2,2.34
C00001,939,52,2627.59,77.19,27,5,5.89,6,4.72
F00981,373,5,366.8,66.68,54,3,11.22,4,4.13
R00123,849,2,130.0,32.53,114,1,15.42,2,3.02
D01117,1419,8,338.66,52.17,502,2,23.4,2,4.34
F00757,1337,13,659.4,41.92,90,7,12.05,8,4.73
D01202,863,14,763.83,18.06,356,4,21.07,3,3.64
R00275,1113,3,117.46,39.5,146,1,15.25,1,3.69
D00734,1322,6,361.35,62.42,774,5,0.97,2,2.52
F01426,465,9,808.16,51.15,68,5,8.54,5,4.11
P00119,165,2,172.81,37.54,1,3,17.48,4,4.47
C00397,492,45,3130.08,84.39,11,12,2.21,29,4.87
R00642,573,3,82.79,33.57,387,1,34.1,1,3.4
F00465,878,15,603.02,52.82,99,7,8.77,8,4.38
D00081,655,14,350.11,45.21,742,4,8.97,2,4.17
P00054,106,7,455.71,44.48,18,4,5.36,1,3.82
F00219,361,24,663.36,75.84,99,3,1.57,4,3.88
F01213,1143,5,598.04,54.09,49,2,2.22,3,3.75
P00453,58,7,85.19,47.49,8,4,9.19,2,3.39
F00953,1353,15,646.33,42.15,48,4,6.86,2,4.7
D01048,898,7,496.87,72.46,647,5,22.87,2,4.2
F00217,434,6,919.75,83.41,81,7,1.8,0,4.08
F00973,759,17,525.35,56.43,40,3,14.69,7,4.3
R00253,217,3,107.79,43.23,285,3,5.4,0,3.19
F01201,559,23,491.6,58.42,85,7,1.96,0,4.76
D01288,1398,13,212.2,48.83,264,2,22.94,1,3.99
C00382,471,69,4994.1,102.28,43,9,5.8,22,4.98
P00775,74,7,242.41,29.99,13,2,4.9,2,3.92
R00048,580,4,120.93,44.67,242,1,29.09,1,2.92
R00327,303,3,144.65,24.67,368,1,23.57,0,3.92
D00504,856,8,601.15,66.19,571,5,22.78,3,3.18
P00212,31,7,268.62,54.59,23,2,7.85,4,3.08
F01181,600,17,524.49,56.23,31,3,11.42,8,4.59
P00627,61,5,264.4,34.01,12,1,7.23,4,4.66
P00338,165,2,205.75,44.17,26,3,16.9,3,3.74
P00234,143,4,309.05,53.23,17,4,0.35,1,3.83
F00265,812,15,898.51,63.9,98,7,7.74,1,3.96
D00639,1048,9,201.32,26.43,691,3,7.52,0,3.05
D00165,1400,10,729.01,85.97,515,3,8.78,1,3.51
C00555,615,36,2855.18,133.5,28,10,7.72,14,
F00560,384,8,212.82,54.84,60,7,14.35,3,4.32
F00614,909,11,491.59,55.66,74,2,8.22,3,4.66
D00761,1719,12,391.47,49.05,779,4,21.35,0,2.65
D01214,1751,3,207.47,48.41,497,4,19.28,0,4.46
C00049,969,37,2211.65,136.68,13,12,6.05,25,4.87
P00268,95,5,320.74,63.8,3,2,5.29,4,4.78
F00101,1211,24,826.36,104.8,88,6,0.31,9,4.11
F00053,590,15,419.01,50.84,116,5,10.78,1,4.07
D00934,652,4,579.54,15.0,307,3,12.44,3,3.65
R00110,758,2,108.33,37.1,171,2,21.33,2,3.85
D00312,1429,14,513.35,74.29,329,2,14.05,0,2.72
F00149,751,20,298.71,20.72,36,5,13.8,0,4.51
F00856,781,6,771.4,48.93,75,2,10.62,5,3.94
D01196,1523,3,332.02,35.86,425,4,1.7,0,
P00290,121,3,162.62,54.78,25,4,8.27,3,4.21
D00495,1894,7,451.99,68.02,648,4,15.18,3,3.92
F00267,1140,5,389.77,20.04,30,4,0.14,7,3.73
F00153,1497,14,421.92,35.27,56,7,13.23,5,3.74
F01045,251,11,986.55,49.55,27,4,3.82,5,
C00093,863,53,2566.5,122.78,23,7,8.47,15,4.81
R00525,365,3,140.98,35.2,325,2,10.86,0,3.98
D00102,620,4,510.23,52.53,555,5,12.73,1,3.43
P00333,144,5,365.76,52.68,28,1,14.81,2,4.27
P00530,135,4,237.79,60.03,11,4,5.4,0,4.4
F00891,1278,8,899.24,90.38,97,5,4.95,5,3.75
P00796,99,4,280.81,34.67,18,4,5.15,1,4.16
P00078,89,5,147.83,55.06,11,3,19.03,3,3.02
F00130,1419,8,645.6,50.96,94,7,5.88,3,3.64
R00460,1112,4,48.51,26.46,160,1,34.75,2,3.0
P00372,157,4,193.41,41.26,28,2,5.68,2,4.47
P00143,94,2,282.53,54.64,2,1,19.08,1,3.4
F01337,1172,15,708.01,44.03,69,5,14.5,8,3.6
F01146,1164,22,279.69,68.9,111,7,3.7,0,4.22
R00447,719,3,42.76,35.8,335,2,8.96,0,2.62
R00074,997,4,44.7,27.63,280,1,25.36,2,3.57
D00492,1722,12,522.0,79.86,478,2,24.85,0,4.06
F00511,1032,12,620.49,63.54,27,3,12.5,1,4.13
D00338,1908,10,376.17,55.76,535,5,2.12,4,2.65
D01033,860,11,203.93,55.03,327,3,4.31,3,4.13
R00172,1007,3,152.49,50.13,156,1,31.02,1,2.45
D01158,1418,13,198.47,49.39,759,3,21.06,3,4.2
C00347,1146,24,2060.57,80.13,8,13,3.93,27,4.89
F00586,1105,9,150.0,70.63,23,7,10.72,5,4.58
D01007,950,5,640.5,48.42,377,4,4.15,0,3.43
F00916,1035,12,752.52,100.12,30,5,11.35,7,4.62
R00370,259,4,104.94,40.75,296,1,36.02,0,3.82
C00579,1001,63,3942.19,50.0,41,9,6.07,28,4.59
F01365,441,12,673.78,98.33,22,2,14.54,0,3.82
C00076,1329,84,2866.73,164.05,40,7,5.27,24,4.7
